texto_lema,labels
programa atención psicosocial fundamental persona vivir situación violencia pobreza salud mental aspecto olvidado combate pobreza fortalecer programa ayudar sanar herida empoderar persona buscar futuro,1
región colombia acceso servicio salud desafío comunidad rural enfrentar larga distancia llegar ips dificultar atención oportuno fundamental implementar política acercar servicio población garantizar derecho salud,3
salud mental tomar protagonismo importante año estigma rodear tema persona sentir miedo buscar ayuda temor juicio crucial fomentar ambiente hablar salud mental normal hablar enfermedad físico servicio apoyo estar disponible,3
tiempo espera acceder procedimiento médico frustrante paciente esperar mes recibir atención especializado agravar condición mejorar eficiencia gestión cita recurso necesidad urgente sistema salud colombiano,3
educación salud sexual reproductivo esencial especialmente joven región carecer programa adecuado abordar tema integral promover cultura información prevención reducir tasa embarazo deseado enfermedad transmisión sexual,3
acceso medicamento aspecto crítico salud colombiano persona enfermedad crónico enfrentar dificultad medicamento necesitar requerir regulación claro sistema garantizar disponibilidad tratamiento esencial,3
eps mejorar atención cliente comunicación afiliado persona derecho acceder servicio necesitar transparencia orientación esencial ciudadano poder ejercer plenamente derecho salud,3
zona vulnerable acceso servicio salud limitado comunidad afrodescendient indígena enfrentar barrera cultural lingüístico impedir atención adecuado necesario sistema salud adaptar particularidad población brindar servicio inclusivo,3
prevención enfermedad transmisibl aspecto deber relevancia política salud colombiano recibir información adecuado estilo vida saludable contribuir creciente tasa enfermedad crónico promoción hábito saludable marcar diferencia significativo salud población,3
atención salud adulto mayor quedar relegada sistema salud requerir atención especializado disponible accesible vital implementar programa específico atender necesidad grupo poblacional asegurar bienestar,3
sistema salud colombia necesitar revisión profundo garantizar ciudadano tener acceso atención calidad queja atención ips común necesario tomar medida mejorar experiencia paciente confianza sistema salud fundamental persona buscar atención necesitar,3
salud público enfocar él promoción estilo vida saludable infancia educación salud limitar adolescencia dejar niño incluir programa salud escuela fomentar hábito saludable perdurar vida,3
atención salud materno crítico brecha cerrar aspecto mujer embarazado enfrentar dificultad acceder control prenatal afectar salud bebé madre necesario implementar programa asegurar acceso atención prenatal calidad,3
telemedicina volver herramienta invaluable especialmente área rural acceso tecnología necesario beneficiar él servicio fundamental trabajar infraestructura internet capacitación profesional modalidad efectivo,3
salud ambiental jugar papel importante bienestar ciudadano contaminación aire agua efecto directo salud persona necesario implementar política proteger ambiente ende salud público,3
falta información derecho salud problema recurrente colombia persona conocer derecho afiliado eps abuso fundamental realizar campaña informativo educar población derecho deber sistema salud,3
atención enfermedad rara tema necesitar atención colombia familia sentir lucha acceder tratamiento diagnóstico adecuado necesario fomentar investigación creación red apoyo condición especial,3
salud niño adolescente pilar fundamental futuro país tasa obesidad enfermedad mental aumento juventud requerir enfoque integral incluir educación prevención atención asegurar desarrollo saludable,3
acompañamiento familiar proceso salud esencial brindar paciente contar apoyo necesario tratamiento incluir familia proceso atención mejorar significativamente resultado salud paciente,3
política salud inclusiva considerar necesidad población lgbtq comunidad enfrentar discriminación buscar atención médico problema salud atendido fundamental capacitar personal salud diversidad garantizar trato equitativo,3
acceso salud bucal aspecto frecuentemente pasar desapercibido persona acceder odontólogo costo falta servicio localidad fomentar programa salud dental comunidad vulnerable mejorar significativamente calidad vida habitante,3
promoción actividad físico prioridad política salud público sedentarismo aumento vital incentivar hábito incluir ejercicio regular ciudad jugar papel importante ofrecer espacio seguro práctica deporte actividad aire libre,3
sistema salud adaptar él necesidad paciente enfermedad crónico falta continuidad tratamiento complicación grave esencial establecer programa seguimiento atención integral garantizar bienestar paciente,3
atención integral salud incluir enfoque nutrición colombiano acceso alimento saludable impactar directamente salud promover seguridad alimentario educación nutrición clave mejorar salud población,3
prevención vih aspecto necesitar atención colombia avance joven carecer información recurso proteger él fundamental implementar campaña educativo abordar tema abierto accesible,3
jornada salud comunitario excelente oportunidad acercar servicio población aprovechar adecuadamente falta promoción incrementar visibilidad evento ayudar persona beneficien atención médico gratuito,3
salud ocupacional aspecto recibir atención necesario colombia trabajador enfrentar condición laboral afectar bienestar físico mental fundamental implementar regulación garantizar ambiente laboral saludable seguro,3
